Date,Time,Current Temperature,Average Temperature,Maximum Temperature,Minimum Temperature,Radiation,Rainfall
2020-01-04,0:00:00,-2,-2,-1.8,-2.3,0,0
2020-01-05,1:00:00,-1.4,-1.7,-1.4,-2.1,0,0
2020-01-05,2:00:00,-1.6,-1.5,-1.3,-1.7,0,0
2020-01-05,3:00:00,-1.9,-1.8,-1.6,-2,0,0
2020-01-05,4:00:00,-1.2,-1.4,-1.1,-2,0,0
2020-01-05,5:00:00,-1.3,-1.4,-1.1,-1.6,0,0
2020-01-05,6:00:00,-1.3,-1.2,-0.9,-1.4,0,0
2020-01-05,7:00:00,-1.5,-1.2,-1.1,-1.5,0,0
2020-01-05,8:00:00,-1.4,-1.7,-1.4,-2.3,0,0
2020-01-05,9:00:00,-1.2,-1.4,-1.2,-1.6,0,0
2020-01-05,10:00:00,-1.2,-1.3,-1,-1.4,4.8,0
2020-01-05,11:00:00,-1.3,-1.1,-0.9,-1.4,25.5,0
2020-01-05,12:00:00,0,-0.6,0.3,-1.3,80.8,0
2020-01-05,13:00:00,0.2,0.3,0.6,0,202.4,0
2020-01-05,14:00:00,-0.2,0.3,0.6,-0.2,199.7,1.2
2020-01-05,15:00:00,-0.1,-0.4,-0.1,-0.7,43.6,0
2020-01-05,16:00:00,0.1,-0.1,0.1,-0.3,23.5,0
2020-01-05,17:00:00,-0.1,0,0.2,-0.4,14.8,0
2020-01-05,18:00:00,0.1,-0.1,0.1,-0.3,6.4,0
2020-01-05,19:00:00,0.2,0.1,0.3,-0.2,0,0
2020-01-05,20:00:00,0.4,0.2,0.4,0,0,0
2020-01-05,21:00:00,0.6,0.3,0.8,0.1,0,0
2020-01-05,22:00:00,0.2,0.6,0.9,0.2,0,0
2020-01-05,23:00:00,-0.6,-0.3,0.2,-0.7,0,0
2020-01-05,0:00:00,-0.9,-0.6,-0.4,-1,0,0
2020-01-06,1:00:00,-0.7,-0.8,-0.7,-1,0,0
2020-01-06,2:00:00,-1.4,-1,-0.7,-1.4,0,0
2020-01-06,3:00:00,-2.1,-1.6,-1.3,-2.1,0,0
2020-01-06,4:00:00,-3.5,-2.1,-1.9,-3.5,0,0
2020-01-06,5:00:00,-3.9,-3.9,-3.5,-4.1,0,0
2020-01-06,6:00:00,-4.4,-4.1,-3.9,-4.6,0,0
2020-01-06,7:00:00,-3.9,-4,-3.5,-5,0,0
2020-01-06,8:00:00,-3.7,-3.7,-3.5,-3.9,0,0
2020-01-06,9:00:00,-4.2,-4,-3.7,-4.2,0,0
2020-01-06,10:00:00,-3.9,-4.1,-3.9,-4.3,3.4,0
2020-01-06,11:00:00,-3.7,-3.8,-3.6,-4,15,0
2020-01-06,12:00:00,-2.8,-3.3,-2.7,-3.7,52,0
2020-01-06,13:00:00,-2.1,-2.2,-1.8,-2.9,171.2,0
2020-01-06,14:00:00,-2.4,-2.1,-1.5,-2.5,155.6,0
2020-01-06,15:00:00,-3,-2.8,-2.4,-3.2,66.8,0
2020-01-06,16:00:00,-2.9,-3,-2.8,-3.2,67.4,0
2020-01-06,17:00:00,-4.1,-3.2,-2.6,-4.1,41,0
2020-01-06,18:00:00,-5.6,-4.9,-4.1,-5.8,5.1,0
2020-01-06,19:00:00,-7,-6.1,-5.6,-7,0,0
2020-01-06,20:00:00,-7.3,-7.3,-7,-7.6,0,0
2020-01-06,21:00:00,-7.4,-7.4,-7.2,-7.6,0,0
2020-01-06,22:00:00,-7.5,-7.4,-7.1,-7.6,0,0
2020-01-06,23:00:00,-7.8,-7.7,-7.4,-7.9,0,0
2020-01-06,0:00:00,-8.4,-8.1,-7.8,-8.5,0,0
2020-01-07,1:00:00,-9.4,-9,-8.3,-9.6,0,0
2020-01-07,2:00:00,-9.5,-9.5,-9.2,-9.8,0,0
2020-01-07,3:00:00,-10,-9.5,-9.2,-10.1,0,0
2020-01-07,4:00:00,-11.9,-11.1,-10,-11.9,0,0
2020-01-07,5:00:00,-12.1,-12.3,-11.9,-12.5,0,0
2020-01-07,6:00:00,-11.2,-11.4,-11,-12.2,0,0
2020-01-07,7:00:00,-11.1,-11.1,-10.9,-11.3,0,0
2020-01-07,8:00:00,-10.8,-11,-10.7,-11.4,0,0
2020-01-07,9:00:00,-10.1,-10.4,-10.1,-10.8,0,0
2020-01-07,10:00:00,-10.1,-10.1,-9.9,-10.2,2.2,0
2020-01-07,11:00:00,-9.5,-9.7,-9.5,-10.1,29.1,0
2020-01-07,12:00:00,-8.3,-8.8,-8.2,-9.5,88.8,0
2020-01-07,13:00:00,-7.8,-8.2,-7.8,-8.5,115.2,0
2020-01-07,14:00:00,-8,-7.9,-7.7,-8.1,95.4,0
2020-01-07,15:00:00,-8.2,-8.1,-8,-8.3,62.5,0
2020-01-07,16:00:00,-8.4,-8.3,-8.2,-8.5,52.6,0
2020-01-07,17:00:00,-8.7,-8.6,-8.4,-8.8,25.8,0
2020-01-07,18:00:00,-9.5,-9,-8.7,-9.5,4.8,0
2020-01-07,19:00:00,-9.7,-9.6,-9.4,-9.8,0,0
2020-01-07,20:00:00,-10.2,-10,-9.7,-10.2,0,0
2020-01-07,21:00:00,2.1,-7.1,2.1,-10.3,0,0
2020-01-07,22:00:00,3.6,2.6,3.6,1.7,0,0.1
2020-01-07,23:00:00,3.9,3.7,4,3.1,0,0.2
2020-01-07,0:00:00,3.8,3.8,4,3.5,0,0.2
2020-01-08,1:00:00,3.3,3.4,3.8,3.1,0,0.1
2020-01-08,2:00:00,4.2,4,4.4,3.2,0,0.1
2020-01-08,3:00:00,4.4,4.3,4.6,4,0,0
2020-01-08,4:00:00,4.4,4.4,4.7,4.1,0,0
2020-01-08,5:00:00,4.5,4.5,4.7,4.3,0,0
2020-01-08,6:00:00,4.1,4.3,4.5,4.1,0,0
2020-01-08,7:00:00,4,4,4.2,3.8,0,0
2020-01-08,8:00:00,3.9,4,4.2,3.8,0,0
2020-01-08,9:00:00,2.9,3.5,3.9,2.9,0,0
2020-01-08,10:00:00,2.5,2.5,2.9,2.3,2.9,0
2020-01-08,11:00:00,2.5,2.5,2.7,2.3,15.9,0
2020-01-08,12:00:00,-9.8,-5.7,2.4,-9.8,26.7,0
2020-01-08,13:00:00,-8.4,-9.5,-8.4,-10.3,70.4,0
2020-01-08,14:00:00,-6.8,-7.7,-6.8,-8.4,99.1,0
2020-01-08,15:00:00,-7.2,-6.7,-6.3,-7.3,34.4,0
2020-01-08,16:00:00,-6.6,-7.1,-6.6,-7.5,12.9,0
2020-01-08,17:00:00,-7.1,-6.5,-6.4,-7.1,8.9,0
2020-01-08,18:00:00,-8.4,-7.6,-7,-8.4,0.4,0
2020-01-08,19:00:00,-9.7,-9.2,-8.5,-9.8,0,0
2020-01-08,20:00:00,-10.5,-10.1,-9.7,-10.5,0,0
2020-01-08,21:00:00,-11.3,-10.9,-10.5,-11.3,0,0
2020-01-08,22:00:00,-12,-11.7,-11.3,-12,0,0
2020-01-08,23:00:00,-13.6,-12.7,-12,-13.6,0,0
2020-01-08,0:00:00,-14.9,-14.4,-13.6,-15,0,0
2020-01-09,1:00:00,-15.5,-15,-14.7,-15.5,0,0
2020-01-09,2:00:00,-15.8,-15.7,-15.5,-15.9,0,0
2020-01-09,3:00:00,-15.2,-15.4,-15.2,-15.8,0,0
2020-01-09,4:00:00,-14.5,-14.7,-14.4,-15.2,0,0
2020-01-09,5:00:00,-15,-14.5,-14.4,-15,0,0
2020-01-09,6:00:00,-15.3,-15.3,-15,-15.4,0,0
2020-01-09,7:00:00,-15.9,-15.4,-15.2,-15.9,0,0
2020-01-09,8:00:00,-17.3,-16.5,-15.9,-17.3,0,0
2020-01-09,9:00:00,-19.6,-18.5,-17.2,-19.7,0,0
2020-01-09,10:00:00,-20.8,-20.6,-19.6,-21.1,1,0
2020-01-09,11:00:00,-18.4,-20,-18.4,-20.8,7.5,0
2020-01-09,12:00:00,-15.3,-16.6,-15.3,-18.4,19.7,0
2020-01-09,13:00:00,-12.5,-13.9,-12.4,-15.3,29.3,0
2020-01-09,14:00:00,-13,-13.2,-12.5,-13.8,23.5,0
2020-01-09,15:00:00,-13.5,-13.3,-12.8,-13.6,20,0
2020-01-09,16:00:00,-15.3,-14.3,-13.5,-15.3,7.4,0
2020-01-09,17:00:00,-15.3,-15.6,-15.3,-15.8,5.9,0
2020-01-09,18:00:00,-17,-15.8,-15.1,-17,5.7,0
2020-01-09,19:00:00,-20.3,-18.6,-17,-20.3,0,0
2020-01-09,20:00:00,-22.4,-21.2,-20.3,-22.4,0,0
2020-01-09,21:00:00,-24,-23.2,-22.4,-24,0,0
2020-01-09,22:00:00,-25.3,-24.7,-23.9,-25.3,0,0
2020-01-09,23:00:00,-25.2,-25.2,-25,-25.6,0,0
2020-01-09,0:00:00,-24.9,-24.8,-24.3,-25.3,0,0
2020-01-10,1:00:00,-24.6,-25,-24.2,-25.7,0,0
2020-01-10,2:00:00,-23.8,-24.6,-23.8,-25,0,0
2020-01-10,3:00:00,-21.6,-23.1,-21.6,-24.3,0,0
2020-01-10,4:00:00,-21.4,-22.1,-21.1,-23.1,0,0
2020-01-10,5:00:00,-15.2,-18.5,-15.1,-21.3,0,0
2020-01-10,6:00:00,-8.5,-11.8,-8.3,-16.1,0,0
2020-01-10,7:00:00,-12.4,-10.6,-8.3,-12.4,0,0
2020-01-10,8:00:00,-13,-12.9,-12.4,-13.4,0,0
2020-01-10,9:00:00,-9,-10.1,-7.3,-13,0,0
2020-01-10,10:00:00,-7.2,-7.8,-6.9,-9.2,1.6,0
2020-01-10,11:00:00,-7.5,-7.4,-7,-7.8,18.6,0
2020-01-10,12:00:00,-7.6,-7.7,-7.4,-7.9,61.6,0
2020-01-10,13:00:00,-5.9,-6.8,-5.9,-7.7,55.9,0
2020-01-10,14:00:00,-4.5,-5.2,-4.5,-5.9,100.4,0
2020-01-10,15:00:00,-4.3,-4.3,-4,-4.6,155.2,0
2020-01-10,16:00:00,-4.3,-4.3,-4,-4.5,84.6,0
2020-01-10,17:00:00,-4.4,-4.3,-4.1,-4.4,41.9,0
2020-01-10,18:00:00,-6.9,-5.3,-4.4,-6.9,11,0
2020-01-10,19:00:00,-9.7,-8.6,-6.9,-9.7,0,0
2020-01-10,20:00:00,-10.3,-9.3,-8.6,-10.3,0,0
2020-01-10,21:00:00,-11.6,-11.2,-10.3,-11.7,0,0
2020-01-10,22:00:00,-13.4,-12.5,-11.6,-13.4,0,0
2020-01-10,23:00:00,-12.6,-12.8,-12.4,-13.4,0,0
2020-01-10,0:00:00,-12,-12.1,-10.7,-12.6,0,0
2020-01-11,1:00:00,-13.2,-12.4,-11.8,-13.2,0,0
2020-01-11,2:00:00,-14.1,-13.8,-13.2,-14.3,0,0
2020-01-11,3:00:00,-13.7,-14.2,-13.7,-14.6,0,0
2020-01-11,4:00:00,-13.5,-14.1,-13.5,-14.8,0,0
2020-01-11,5:00:00,-15.2,-14.7,-13.4,-15.3,0,0
2020-01-11,6:00:00,-14.3,-14.8,-14,-15.3,0,0
2020-01-11,7:00:00,-14.4,-14.7,-14.2,-15.2,0,0
2020-01-11,8:00:00,-13.7,-14,-13.5,-14.8,0,0
2020-01-11,9:00:00,-12.5,-13.7,-12.5,-14.1,0,0
2020-01-11,10:00:00,-11.9,-11.5,-11.1,-12.5,3.6,0
2020-01-11,11:00:00,-12,-12.6,-12,-13,36.5,0
2020-01-11,12:00:00,-13.2,-11.9,-10.6,-13.4,81.4,0
2020-01-11,13:00:00,-14.5,-13.9,-13.1,-14.7,106.9,0
2020-01-11,14:00:00,-12.1,-13.6,-12.1,-14.5,159.2,0
2020-01-11,15:00:00,-13.4,-13,-12.1,-13.4,160,0
2020-01-11,16:00:00,-14.1,-13.7,-13.4,-14.2,63.2,0
2020-01-11,17:00:00,-15.9,-15.1,-14.1,-15.9,18.7,0
2020-01-11,18:00:00,-16.8,-16.2,-15.8,-16.8,7.8,0
2020-01-11,19:00:00,-18.9,-18.1,-16.8,-19.1,0,0
2020-01-11,20:00:00,-18.9,-18.9,-18.7,-19.3,0,0
2020-01-11,21:00:00,-19.9,-19.3,-18.9,-19.9,0,0
2020-01-11,22:00:00,-20.1,-20,-19.8,-20.1,0,0
2020-01-11,23:00:00,-19.8,-19.9,-19.8,-20.1,0,0
2020-01-11,0:00:00,-19.8,-20,-19.8,-20.1,0,0
2020-01-12,1:00:00,-19.9,-19.8,-19.7,-19.9,0,0
2020-01-12,2:00:00,-20,-19.9,-19.8,-20.1,0,0
2020-01-12,3:00:00,-20.4,-20.2,-20,-20.5,0,0
2020-01-12,4:00:00,-20.8,-20.7,-20.4,-20.9,0,0
2020-01-12,5:00:00,-21.8,-21.2,-20.8,-21.8,0,0
2020-01-12,6:00:00,-22.6,-22.3,-21.8,-22.9,0,0
2020-01-12,7:00:00,-22.6,-22.4,-22.1,-22.7,0,0
2020-01-12,8:00:00,-23.4,-23,-22.6,-23.4,0,0
2020-01-12,9:00:00,-24.2,-23.9,-23.4,-24.2,0,0
2020-01-12,10:00:00,-24.4,-24.4,-24.2,-24.5,1.7,0
2020-01-12,11:00:00,-23.8,-24.1,-23.8,-24.4,13,0
2020-01-12,12:00:00,-22.9,-23,-22.2,-23.8,49.2,0
2020-01-12,13:00:00,-22.4,-22.5,-22.1,-23,77,0
2020-01-12,14:00:00,-22.3,-22.5,-22.2,-22.7,79.4,0
2020-01-12,15:00:00,-22.7,-22.3,-21.9,-22.7,80.6,0
2020-01-12,16:00:00,-22.9,-22.8,-22.6,-22.9,47.4,0
2020-01-12,17:00:00,-23.9,-23.4,-22.9,-23.9,14.1,0
2020-01-12,18:00:00,-25,-24.4,-23.9,-25,4.5,0
2020-01-12,19:00:00,-25.2,-25.2,-25,-25.3,0,0
2020-01-12,20:00:00,-26,-25.5,-25.2,-26.1,0,0
2020-01-12,21:00:00,-27,-26.6,-26,-27,0,0
2020-01-12,22:00:00,-27.3,-27.1,-27,-27.3,0,0
2020-01-12,23:00:00,-27.7,-27.4,-27.3,-27.8,0,0
2020-01-12,0:00:00,-28.1,-27.9,-27.7,-28.1,0,0
2020-01-13,1:00:00,-29.3,-28.8,-28.1,-29.4,0,0
2020-01-13,2:00:00,-28.7,-29,-28.7,-29.4,0,0
2020-01-13,3:00:00,-27.9,-28.3,-27.9,-28.8,0,0
2020-01-13,4:00:00,-27.7,-27.8,-27.6,-28,0,0
2020-01-13,5:00:00,-27.5,-27.6,-27.5,-27.8,0,0
2020-01-13,6:00:00,-27.7,-27.6,-27.5,-27.7,0,0
2020-01-13,7:00:00,-28.3,-28,-27.7,-28.3,0,0
2020-01-13,8:00:00,-28.7,-28.4,-28.2,-28.7,0,0
2020-01-13,9:00:00,-29.9,-29.4,-28.7,-30,0,0
2020-01-13,10:00:00,-30.5,-30.4,-29.9,-30.7,1.3,0
2020-01-13,11:00:00,-29,-29.7,-29,-30.5,11.7,0
2020-01-13,12:00:00,-27.5,-28.3,-27.4,-29,34.5,0
2020-01-13,13:00:00,-26.6,-26.9,-26.5,-27.5,61.7,0
2020-01-13,14:00:00,-26.5,-26.9,-26.4,-27.3,40,0
2020-01-13,15:00:00,-26.6,-26.6,-26.5,-26.8,78.4,0
2020-01-13,16:00:00,-26.6,-26.6,-26.4,-26.7,70.5,0
2020-01-13,17:00:00,-27,-26.7,-26.5,-27,35.4,0
2020-01-13,18:00:00,-28.8,-27.9,-27,-28.8,7.4,0
2020-01-13,19:00:00,-30.1,-29.6,-28.8,-30.1,0.1,0
2020-01-13,20:00:00,-32,-31.1,-30.1,-32,0,0
2020-01-13,21:00:00,-33.5,-32.9,-32,-33.6,0,0
2020-01-13,22:00:00,-34.6,-34.2,-33.5,-34.7,0,0
2020-01-13,23:00:00,-35.2,-35,-34.6,-35.3,0,0
2020-01-13,0:00:00,-35,-35.2,-34.9,-35.4,0,0
2020-01-14,1:00:00,-33.7,-34.7,-33.7,-35,0,0
2020-01-14,2:00:00,-32.7,-33.2,-32.7,-33.7,0,0
2020-01-14,3:00:00,-33.5,-33.3,-32.6,-33.7,0,0
2020-01-14,4:00:00,-34,-33.5,-33,-34,0,0
2020-01-14,5:00:00,-33.9,-33.9,-33.7,-34,0,0
2020-01-14,6:00:00,-34,-34,-33.8,-34.2,0,0
2020-01-14,7:00:00,-34.6,-34.3,-33.8,-34.7,0,0
2020-01-14,8:00:00,-33.8,-34.5,-33.8,-34.8,0,0
2020-01-14,9:00:00,-32.7,-33.1,-32.6,-33.8,0,0
2020-01-14,10:00:00,-32,-32.4,-32,-32.8,5.3,0
2020-01-14,11:00:00,-31.1,-31.5,-31.1,-32,26.9,0
2020-01-14,12:00:00,-29.9,-30.5,-29.9,-31.1,47.1,0
2020-01-14,13:00:00,-29.7,-29.8,-29.5,-30.1,67.7,0
2020-01-14,14:00:00,-28.7,-29.2,-28.3,-29.8,79.3,0
2020-01-14,15:00:00,-28.9,-28.7,-28.5,-28.9,73.1,0
2020-01-14,16:00:00,-29.5,-29.3,-28.9,-29.5,40.4,0
2020-01-14,17:00:00,-30.3,-30,-29.5,-30.3,22.2,0
2020-01-14,18:00:00,-30.7,-30.5,-30.3,-30.8,9.3,0
2020-01-14,19:00:00,-31.5,-31,-30.7,-31.5,0.1,0
2020-01-14,20:00:00,-32.9,-32.3,-31.5,-32.9,0,0
2020-01-14,21:00:00,-33.5,-33,-32.7,-33.5,0,0
2020-01-14,22:00:00,-33.2,-33.8,-33.2,-34.3,0,0
2020-01-14,23:00:00,-32.1,-32.5,-32,-33.2,0,0
2020-01-14,0:00:00,-31.4,-31.8,-31.4,-32.1,0,0
2020-01-15,1:00:00,-31.3,-31.2,-31.1,-31.4,0,0
2020-01-15,2:00:00,-32.1,-31.6,-31.3,-32.1,0,0
2020-01-15,3:00:00,-32.5,-32.5,-32.1,-32.8,0,0
2020-01-15,4:00:00,-32,-32.1,-31.8,-32.5,0,0
2020-01-15,5:00:00,-32.8,-32.3,-31.9,-32.8,0,0
2020-01-15,6:00:00,-34.4,-33.7,-32.8,-34.4,0,0
2020-01-15,7:00:00,-34.2,-34.2,-34,-34.4,0,0
2020-01-15,8:00:00,-33.4,-33.9,-33.4,-34.5,0,0
2020-01-15,9:00:00,-32.5,-33,-32.5,-33.4,0,0
2020-01-15,10:00:00,-31.4,-31.9,-31.4,-32.5,4.8,0
2020-01-15,11:00:00,-30.1,-30.7,-30.1,-31.5,44.8,0
2020-01-15,12:00:00,-28.7,-29.5,-28.7,-30.1,134,0
2020-01-15,13:00:00,-27.4,-28.1,-27.2,-28.9,157.1,0
2020-01-15,14:00:00,-27.5,-27.8,-27.3,-28.2,144.9,0
2020-01-15,15:00:00,-27.1,-27.2,-26.8,-27.6,128.2,0
2020-01-15,16:00:00,-27.6,-27.4,-27.1,-27.6,48.3,0
2020-01-15,17:00:00,-28.5,-28,-27.6,-28.5,19.8,0
2020-01-15,18:00:00,-29.8,-29.2,-28.5,-29.9,8.1,0
2020-01-15,19:00:00,-31,-30.5,-29.7,-31,0.1,0
2020-01-15,20:00:00,-31.5,-31.3,-31,-31.5,0,0
2020-01-15,21:00:00,-32,-31.9,-31.5,-32.2,0,0
2020-01-15,22:00:00,-31.4,-31.9,-31.4,-32.2,0,0
2020-01-15,23:00:00,-31,-31.3,-31,-31.4,0,0
2020-01-15,0:00:00,-31,-30.9,-30.7,-31,0,0
2020-01-16,1:00:00,-31.3,-31.2,-30.9,-31.4,0,0
2020-01-16,2:00:00,-31.3,-31.3,-31.2,-31.4,0,0
2020-01-16,3:00:00,-31.4,-31.4,-31.3,-31.4,0,0
2020-01-16,4:00:00,-31.3,-31.3,-31.3,-31.4,0,0
2020-01-16,5:00:00,-31.2,-31.2,-31.2,-31.3,0,0
2020-01-16,6:00:00,-31.1,-31.1,-31,-31.2,0,0
2020-01-16,7:00:00,-31.3,-31.2,-31.1,-31.4,0,0
2020-01-16,8:00:00,-31.5,-31.4,-31.3,-31.5,0,0
2020-01-16,9:00:00,-31.5,-31.5,-31.5,-31.6,0,0
2020-01-16,10:00:00,-31.3,-31.5,-31.3,-31.6,4.4,0
2020-01-16,11:00:00,-30,-30.8,-30,-31.3,48.9,0
2020-01-16,12:00:00,-28.5,-29.2,-28.4,-30.1,105.4,0
2020-01-16,13:00:00,-27.4,-27.8,-26.9,-28.6,159.1,0
2020-01-16,14:00:00,-25.6,-26.8,-25.4,-27.4,171.8,0
2020-01-16,15:00:00,-25.2,-25.4,-24.7,-26.2,173.7,0
2020-01-16,16:00:00,-25.5,-25.5,-25.2,-25.7,92.2,0
2020-01-16,17:00:00,-26,-25.7,-25.5,-26,53.2,0
2020-01-16,18:00:00,-26.4,-26.1,-25.9,-26.4,12.3,0
2020-01-16,19:00:00,-26.8,-26.6,-26.4,-26.9,0.1,0
2020-01-16,20:00:00,-27.4,-27.2,-26.9,-27.4,0,0
2020-01-16,21:00:00,-27.8,-27.7,-27.3,-27.9,0,0
2020-01-16,22:00:00,-27.9,-27.9,-27.8,-28,0,0
