Plot Title: HOBO2,,,,,,,
#,"Date Time, GMT-06:00","Rain, mm (LGR S/N: 10743533, SEN S/N: 523303, LBL: Rain Gauge )","Temp, °C (LGR S/N: 10743533, SEN S/N: 10698881, LBL: Temperature)","RH, % (LGR S/N: 10743533, SEN S/N: 10698881, LBL: Relative Humidity)","Wind Speed, m/s (LGR S/N: 10743533, SEN S/N: 10796394, LBL: Anemometer)","Gust Speed, m/s (LGR S/N: 10743533, SEN S/N: 10796394, LBL: Anemometer)","DewPt, °C (LGR S/N: 10743533, SEN S/N: 10698881)"
15107,2022-03-22 6:58,0,0.962,48.6,1.01,6.04,-8.6
15108,2022-03-22 7:28,0,0.742,49.1,1.01,6.54,-8.7
15109,2022-03-22 7:58,0,1.017,49.4,1.01,7.05,-8.4
15110,2022-03-22 8:28,0,1.017,50.2,1.01,7.05,-8.2
15111,2022-03-22 8:58,0,1.208,50.3,1.01,5.54,-8
15112,2022-03-22 9:28,0,1.235,51.4,1.01,7.05,-7.7
15113,2022-03-22 9:58,0,2.316,50.2,1.51,6.04,-7
15114,2022-03-22 10:28,0,3.906,47,1.01,7.05,-6.4
15115,2022-03-22 10:58,0,6.408,43.3,1.51,8.56,-5.2
15116,2022-03-22 11:28,0,7.293,41.6,1.51,8.56,-4.9
15117,2022-03-22 11:58,0,8.12,40.7,1.51,7.55,-4.4
15118,2022-03-22 12:28,0,9.064,40.8,1.51,7.55,-3.5
15119,2022-03-22 12:58,0,9.903,38.9,0.5,5.03,-3.4
15120,2022-03-22 13:28,0,10.932,38.3,1.51,5.54,-2.7
15121,2022-03-22 13:58,0,11.613,36.8,1.51,7.05,-2.6
15122,2022-03-22 14:28,0,11.54,36.4,2.01,9.06,-2.9
15123,2022-03-22 14:58,0,10.712,38.4,1.51,6.54,-2.9
15124,2022-03-22 15:28,0,10.296,39.5,1.51,5.54,-2.9
15125,2022-03-22 15:58,0,10.247,40.2,1.51,7.55,-2.7
15126,2022-03-22 16:28,0,10.198,41.2,1.51,8.05,-2.4
15127,2022-03-22 16:58,0,10.467,41.5,1.01,5.54,-2.1
15128,2022-03-22 17:28,0,10.761,41.5,2.01,7.05,-1.8
15129,2022-03-22 17:58,0,10.026,42.3,1.51,6.54,-2.2
15130,2022-03-22 18:28,0,9.435,44,1.01,6.04,-2.2
15131,2022-03-22 18:58,0,8.99,44.4,0.5,5.54,-2.5
15132,2022-03-22 19:28,0,8.17,46.9,1.51,7.05,-2.5
15133,2022-03-22 19:58,0,7.569,49,1.51,7.55,-2.5
15134,2022-03-22 20:28,0,7.041,50.9,1.01,5.03,-2.4
15135,2022-03-22 20:58,0,6.914,51.5,0.5,7.55,-2.4
15136,2022-03-22 21:28,0,6.737,52.3,0.5,5.03,-2.3
15137,2022-03-22 21:58,0,6.914,51.3,1.51,6.54,-2.4
15138,2022-03-22 22:28,0,6.864,51.5,2.01,7.55,-2.4
15139,2022-03-22 22:58,0,7.695,48.8,1.01,6.04,-2.4
15140,2022-03-22 23:28,0,6.281,53.9,0.5,4.03,-2.4
15141,2022-03-22 23:58,0,7.695,49.7,1.01,8.56,-2.1
15142,2022-03-23 0:28,0,6.509,53.8,0.5,7.05,-2.2
15143,2022-03-23 0:58,0,6.611,53.3,2.01,8.05,-2.2
15144,2022-03-23 1:28,0,6.433,53.7,2.01,8.56,-2.3
15145,2022-03-23 1:58,0,6.128,54.5,2.01,13.59,-2.4
15146,2022-03-23 2:28,0,5.924,55.3,2.52,9.06,-2.3
15147,2022-03-23 2:58,0,5.616,57.2,2.01,8.56,-2.2
15148,2022-03-23 3:28,0,5.719,57.4,1.01,7.05,-2
15149,2022-03-23 3:58,0,4.947,59.2,0.5,4.03,-2.3
15150,2022-03-23 4:28,0,7.494,49.1,1.01,7.55,-2.5
15151,2022-03-23 4:58,0,8.668,43.5,2.52,13.09,-3
15152,2022-03-23 5:28,0,9.952,39,1.51,8.05,-3.3
15153,2022-03-23 5:58,0,8.891,44,2.01,10.57,-2.7
15154,2022-03-23 6:28,0,8.344,47,2.01,9.56,-2.3
15155,2022-03-23 6:58,0,8.245,47.5,1.51,9.06,-2.2
15156,2022-03-23 7:28,0,9.756,43.9,1.01,7.05,-1.9
15157,2022-03-23 7:58,0,8.07,48.4,1.01,6.04,-2.2
15158,2022-03-23 8:28,0,7.72,50,0,5.54,-2
15159,2022-03-23 8:58,0,7.77,49.1,0.5,5.54,-2.2
15160,2022-03-23 9:28,0,8.817,45.8,0.5,4.53,-2.2
15161,2022-03-23 9:58,0,8.99,43.9,1.51,6.04,-2.6
15162,2022-03-23 10:28,0,9.336,42.3,1.01,8.05,-2.8
15163,2022-03-23 10:58,0,11.029,37.7,1.01,5.03,-2.8
15164,2022-03-23 11:28,0,11.977,35.2,1.51,8.05,-2.9
15165,2022-03-23 11:58,0,13.185,32.5,1.01,5.03,-2.9
15166,2022-03-23 12:28,0,12.992,31.6,1.51,6.04,-3.5
15167,2022-03-23 12:58,0,13.281,30.1,1.01,4.53,-3.9
15168,2022-03-23 13:28,0,13.642,29,1.51,10.07,-4.1
15169,2022-03-23 13:58,0,14.337,29.4,1.51,8.56,-3.3
15170,2022-03-23 14:28,0,13.233,29,2.52,13.59,-4.4
15171,2022-03-23 14:58,0,14.314,28.3,2.01,10.07,-3.8
15172,2022-03-23 15:28,0,14.792,28.3,2.52,12.08,-3.4
15173,2022-03-23 15:58,0,14.768,28.8,2.01,10.07,-3.2
15174,2022-03-23 16:28,0,14.026,28.9,2.52,9.06,-3.8
15175,2022-03-23 16:58,0,13.594,30,1.51,8.56,-3.6
15176,2022-03-23 17:28,0,13.762,31.4,2.01,9.06,-2.9
15177,2022-03-23 17:58,0,11.904,35.4,2.01,10.07,-2.9
15178,2022-03-23 18:28,0,11.029,37.7,2.01,9.06,-2.8
15179,2022-03-23 18:58,0,10.736,38.5,2.01,9.06,-2.8
15180,2022-03-23 19:28,0,10.32,39.3,1.51,7.55,-2.9
15181,2022-03-23 19:58,0,9.78,41.4,1.51,9.56,-2.7
15182,2022-03-23 20:28,0,8.792,44,0.5,6.54,-2.8
15183,2022-03-23 20:58,0,9.163,42.5,0.5,4.53,-2.9
15184,2022-03-23 21:28,0,9.089,43.8,0.5,5.03,-2.6
15185,2022-03-23 21:58,0,8.792,44.5,1.01,7.05,-2.6
15186,2022-03-23 22:28,0,8.494,47.5,1.51,5.54,-2
15187,2022-03-23 22:58,0,6.484,54.1,1.01,7.55,-2.1
15188,2022-03-23 23:28,0,6.788,54.2,0.5,7.05,-1.8
15189,2022-03-23 23:58,0,5.257,68.5,1.51,7.55,-0.1
15190,2022-03-24 0:28,1.2,1.94,87.2,1.01,6.54,0
15191,2022-03-24 0:58,0.2,0.742,91.5,0,2.01,-0.5
15192,2022-03-24 1:28,0.2,0.051,93.4,1.01,4.53,-0.9
15193,2022-03-24 1:58,0.2,-0.76,93.6,0,3.52,-1.7
15194,2022-03-24 2:28,0,-1.071,92.7,0,0,-2.1
15195,2022-03-24 2:58,0,-1.327,91.6,0,0,-2.5
15196,2022-03-24 3:28,0,-1.413,90.1,0,0,-2.8
15197,2022-03-24 3:58,0,-1.9,90.5,0,0,-3.3
15198,2022-03-24 4:28,0,-2.305,91.4,0,0,-3.5
15199,2022-03-24 4:58,0,-3.065,93,0,0,-4
15200,2022-03-24 5:28,0,-2.918,93.3,0,0,-3.9
15201,2022-03-24 5:58,0,-3.717,94.4,0,0,-4.5
15202,2022-03-24 6:28,0,-3.36,94.5,0,0,-4.1
15203,2022-03-24 6:58,0,-3.687,94.4,0,0,-4.5
15204,2022-03-24 7:28,0,-3.896,94.7,0,0,-4.6
15205,2022-03-24 7:58,0,-4.076,95.2,0,0,-4.7
15206,2022-03-24 8:28,0,-4.106,95.4,0,0,-4.7
15207,2022-03-24 8:58,0,-4.076,95.4,0,0,-4.7
15208,2022-03-24 9:28,0,-3.153,95.6,0,0,-3.8
15209,2022-03-24 9:58,0,-2.247,95.6,0,0,-2.9
15210,2022-03-24 10:28,0,-1.986,96,0,0,-2.5
15211,2022-03-24 10:58,0.2,2.717,94.7,0,0,2
15212,2022-03-24 11:28,0,2.53,92.2,0,2.01,1.4
15213,2022-03-24 11:58,4.2,2.101,67.5,0,1.51,-3.3
15214,2022-03-24 12:28,1.6,1.289,72.9,0,1.51,-3
15215,2022-03-24 12:58,0.2,1.588,60.4,0,2.01,-5.2
15216,2022-03-24 13:28,0,2.983,60,0,2.01,-4
15217,2022-03-24 13:58,0,1.832,62.6,0,3.02,-4.5
15218,2022-03-24 14:28,0,4.714,50.4,0,2.01,-4.7
15219,2022-03-24 14:58,0,4.194,48.4,0.5,4.03,-5.7
15220,2022-03-24 15:28,0,5.205,40.3,0.5,5.03,-7.2
15221,2022-03-24 15:58,0,3.459,47.2,0.5,5.54,-6.7
15222,2022-03-24 16:28,0,2.503,45.4,0.5,6.54,-8.1
15223,2022-03-24 16:58,0,0.852,65.3,0,3.02,-4.9
15224,2022-03-24 17:28,0,-0.116,72.4,0,1.51,-4.5
15225,2022-03-24 17:58,0,-0.563,74.6,0.5,2.01,-4.5
15226,2022-03-24 18:28,0,-1.213,76.7,0.5,2.52,-4.8
15227,2022-03-24 18:58,0,-1.785,76.5,0.5,2.52,-5.4
15228,2022-03-24 19:28,0,-2.363,75.9,1.01,3.52,-6
15229,2022-03-24 19:58,0,-3.006,75.9,0.5,3.02,-6.7
15230,2022-03-24 20:28,0,-3.986,77.1,1.01,3.02,-7.4
15231,2022-03-24 20:58,0,-4.287,77.5,0.5,3.02,-7.6
15232,2022-03-24 21:28,0,-4.834,79.3,0,2.52,-7.9
15233,2022-03-24 21:58,0,-5.357,79.8,0,2.52,-8.3
15234,2022-03-24 22:28,0,-5.729,79.8,0,2.01,-8.7
15235,2022-03-24 22:58,0,-5.979,80.2,0,2.52,-8.8
15236,2022-03-24 23:28,0,-6.357,81.1,0,3.02,-9.1
15237,2022-03-24 23:58,0,-6.388,81.2,0,2.01,-9.1
15238,2022-03-25 0:28,0,-6.61,81.8,0,2.01,-9.2
15239,2022-03-25 0:58,0,-6.898,82.2,0,2.52,-9.4
15240,2022-03-25 1:28,0,-7.026,82,0,2.52,-9.6
15241,2022-03-25 1:58,0,-7.445,82.2,0,1.51,-10
15242,2022-03-25 2:28,0,-7.155,82.7,0,2.01,-9.6
15243,2022-03-25 2:58,0,-7.381,82.4,0,2.01,-9.9
15244,2022-03-25 3:28,0,-7.413,82.1,0,2.01,-9.9
15245,2022-03-25 3:58,0,-7.64,82.4,0,2.01,-10.1
15246,2022-03-25 4:28,0,-7.575,82.2,0,2.52,-10.1
15247,2022-03-25 4:58,0,-7.155,81.8,0,2.52,-9.7
15248,2022-03-25 5:28,0,-6.834,81.7,0,2.01,-9.4
15249,2022-03-25 5:58,0,-6.42,81.6,0,3.02,-9.1
15250,2022-03-25 6:28,0,-6.262,81.5,0,2.52,-8.9
15251,2022-03-25 6:58,0,-5.979,81.8,0,2.01,-8.6
15252,2022-03-25 7:28,0,-5.916,81,0,2.52,-8.7
15253,2022-03-25 7:58,0,-5.76,81,0,2.52,-8.5
15254,2022-03-25 8:28,0,-4.926,79,1.01,3.02,-8
15255,2022-03-25 8:58,0,-3.986,77.6,0,3.02,-7.3
15256,2022-03-25 9:28,0,-2.947,73.9,0,1.51,-6.9
15257,2022-03-25 9:58,0,-2.392,71.5,0,1.51,-6.8
15258,2022-03-25 10:28,0,-1.384,69.6,0,1.01,-6.2
15259,2022-03-25 10:58,0,-0.255,65.7,0,1.51,-5.9
15260,2022-03-25 11:28,0,2.021,56.6,0,1.51,-5.7
15261,2022-03-25 11:58,0,4.584,50.8,0,1.51,-4.7
15262,2022-03-25 12:28,0,4.869,47.6,0,2.01,-5.3
15263,2022-03-25 12:58,0,3.985,61.4,0,2.01,-2.8
15264,2022-03-25 13:28,0,1.967,73.6,0,1.01,-2.2
15265,2022-03-25 13:58,0,1.94,74.1,0.5,2.01,-2.2
15266,2022-03-25 14:28,0,3.036,67.7,0.5,2.01,-2.3
15267,2022-03-25 14:58,0,8.07,34.7,0,5.03,-6.6
15268,2022-03-25 15:28,0,8.344,39.5,0.5,3.52,-4.6
15269,2022-03-25 15:58,0,6.204,49.9,0.5,3.02,-3.5
15270,2022-03-25 16:28,0,7.469,42.9,1.01,3.52,-4.3
15271,2022-03-25 16:58,0,7.343,38.8,0,3.52,-5.8
15272,2022-03-25 17:28,0,6.965,35.6,0.5,3.52,-7.2
15273,2022-03-25 17:58,0,5.924,44.7,0,2.52,-5.2
15274,2022-03-25 18:28,0,3.67,62.3,0,2.52,-2.9
15275,2022-03-25 18:58,0,2.823,62.3,0,6.04,-3.7
15276,2022-03-25 19:28,0,1.913,69.1,0.5,3.02,-3.1
15277,2022-03-25 19:58,0,1.67,68.3,0.5,3.02,-3.5
15278,2022-03-25 20:28,0,0.577,72.1,0.5,2.52,-3.9
15279,2022-03-25 20:58,0,0.522,70.7,0.5,3.02,-4.2
15280,2022-03-25 21:28,0,0.301,70.2,0.5,3.02,-4.5
15281,2022-03-25 21:58,0,-0.032,72.2,0,2.01,-4.4
15282,2022-03-25 22:28,0,-0.143,73.2,0.5,2.52,-4.4
15283,2022-03-25 22:58,0,-0.227,73.7,0,2.52,-4.4
15284,2022-03-25 23:28,0,-0.339,73.1,0.5,2.52,-4.6
15285,2022-03-25 23:58,0,-0.704,74,0.5,2.01,-4.8
15286,2022-03-26 0:28,0,-0.789,73.5,0,3.02,-4.9
15287,2022-03-26 0:58,0,-1.327,76,0.5,2.01,-5
15288,2022-03-26 1:28,0,-1.641,77.4,0,2.01,-5.1
15289,2022-03-26 1:58,0,-2.16,79.5,0,1.01,-5.2
15290,2022-03-26 2:28,0,-2.218,80.7,0,1.01,-5.1
15291,2022-03-26 2:58,0,-2.83,81.5,0,1.51,-5.6
15292,2022-03-26 3:28,0,-2.947,82,0,1.51,-5.6
15293,2022-03-26 3:58,0,-2.947,82.2,0,1.51,-5.6
15294,2022-03-26 4:28,0,-3.183,81.5,0,1.51,-5.9
15295,2022-03-26 4:58,0,-3.39,80.5,0,1.01,-6.3
15296,2022-03-26 5:28,0,-3.687,82.8,0,1.51,-6.2
15297,2022-03-26 5:58,0,-3.687,81.8,0,2.52,-6.3
15298,2022-03-26 6:28,0,-3.065,81.7,0,2.52,-5.8
15299,2022-03-26 6:58,0,-2.683,80.1,0,2.01,-5.6
15300,2022-03-26 7:28,0,-2.102,79,0,2.01,-5.3
15301,2022-03-26 7:58,0,-2.8,81,0,1.51,-5.6
15302,2022-03-26 8:28,0,-2.742,81.3,0,1.01,-5.5
15303,2022-03-26 8:58,0,-2.654,77.3,0,1.51,-6.1
15304,2022-03-26 9:28,0,-2.276,74.9,0,1.51,-6.1
15305,2022-03-26 9:58,0,-1.871,72.1,0,0.5,-6.2
15306,2022-03-26 10:28,0,-1.299,71.1,0,0,-5.9
15307,2022-03-26 10:58,0,-0.704,68.2,0,0.5,-5.8
15308,2022-03-26 11:28,0,2.236,60.8,0,1.01,-4.5
15309,2022-03-26 11:58,0,4.844,50.7,0.5,2.52,-4.5
15310,2022-03-26 12:28,0,5.102,51.5,0.5,3.52,-4.1
15311,2022-03-26 12:58,0,5.872,48.9,1.01,4.03,-4
15312,2022-03-26 13:28,0,5.411,49.4,0.5,2.52,-4.3
15313,2022-03-26 13:58,0,6.458,47,0.5,4.03,-4
15314,2022-03-26 14:28,0,4.921,49.9,0,3.02,-4.7
15315,2022-03-26 14:58,0,6.509,48.6,0,3.02,-3.5
15316,2022-03-26 15:28,0,6.204,48.1,0,3.02,-4
15317,2022-03-26 15:58,0,4.792,52.7,0,2.52,-4
15318,2022-03-26 16:28,0,4.506,54.1,0,2.01,-4
15319,2022-03-26 16:58,0,4.141,62.3,0,1.51,-2.4
15320,2022-03-26 17:28,0,4.063,63.1,0,1.51,-2.3
15321,2022-03-26 17:58,0,4.063,62.4,0,2.52,-2.5
15322,2022-03-26 18:28,0,5.872,55.5,0,5.54,-2.3
15323,2022-03-26 18:58,0,6.509,50.3,0.5,3.52,-3.1
15324,2022-03-26 19:28,0,5.949,51.9,0.5,4.03,-3.2
15325,2022-03-26 19:58,0,6.153,51.1,1.01,6.04,-3.2
15326,2022-03-26 20:28,0,5.616,53.1,0.5,4.03,-3.2
15327,2022-03-26 20:58,0,5.257,53.4,1.01,5.03,-3.4
15328,2022-03-26 21:28,0,4.844,55.2,1.01,6.04,-3.4
15329,2022-03-26 21:58,0,5.77,51.3,0.5,4.03,-3.5
15330,2022-03-26 22:28,0,5.77,50.5,0.5,5.03,-3.7
15331,2022-03-26 22:58,0,5.847,49.8,0,3.52,-3.8
15332,2022-03-26 23:28,0,3.512,54.9,0.5,6.04,-4.7
15333,2022-03-26 23:58,0,1.588,64.5,0,8.05,-4.4
15334,2022-03-27 0:28,0,0.742,67.7,0,2.52,-4.5
15335,2022-03-27 0:58,0,-0.032,70.7,0,1.51,-4.7
15336,2022-03-27 1:28,0,-0.255,73.4,0,1.01,-4.4
15337,2022-03-27 1:58,0,1.289,67.8,0,1.51,-4
15338,2022-03-27 2:28,0,4.61,56,0,5.03,-3.4
15339,2022-03-27 2:58,0,6.509,46.6,0.5,4.53,-4.1
15340,2022-03-27 3:28,0,5.77,48,0.5,5.03,-4.4
15341,2022-03-27 3:58,0,5.334,50.3,0,3.02,-4.2
15342,2022-03-27 4:28,0,2.664,59.5,0.5,5.03,-4.4
15343,2022-03-27 4:58,0,1.507,65.3,0,0.5,-4.3
15344,2022-03-27 5:28,0,0.687,68.8,0,1.01,-4.4
15345,2022-03-27 5:58,0,0.218,71.4,0,2.01,-4.3
15346,2022-03-27 6:28,0,0.024,71.7,0,1.51,-4.5
15347,2022-03-27 6:58,0,-0.535,73.9,0,2.01,-4.6
15348,2022-03-27 7:28,0,-0.591,74.4,0.5,2.52,-4.6
15349,2022-03-27 7:58,0,-0.004,73.5,0.5,2.52,-4.2
15350,2022-03-27 8:28,0,0.632,72.1,0.5,2.52,-3.8
15351,2022-03-27 8:58,0,0.107,75.4,0,1.01,-3.7
15352,2022-03-27 9:28,0,2.128,69.5,0,1.51,-2.9
15353,2022-03-27 9:58,0,4.22,59.3,0,1.01,-3
15354,2022-03-27 10:28,0,5.642,54.6,0,2.52,-2.8
15355,2022-03-27 10:58,0,8.444,46.8,0,2.01,-2.3
15356,2022-03-27 11:28,0,8.319,43.9,0,2.52,-3.2
15357,2022-03-27 11:58,0,9.756,40.2,0,2.52,-3.1
15358,2022-03-27 12:28,0,11.127,38,0.5,4.03,-2.6
15359,2022-03-27 12:58,0,12.219,36.6,0.5,3.02,-2.2
15360,2022-03-27 13:28,0,9.485,42.7,0.5,4.03,-2.6
15361,2022-03-27 13:58,0,11.662,42.5,0,2.01,-0.6
15362,2022-03-27 14:28,0,12.243,37.9,0.5,3.02,-1.7
15363,2022-03-27 14:58,0,11.686,38.5,0.5,5.03,-2
15364,2022-03-27 15:28,0,11.394,38.8,0.5,4.03,-2.1
15365,2022-03-27 15:58,0,11.419,39.6,0.5,3.52,-1.8
15366,2022-03-27 16:28,0,10.369,47.4,0,2.01,-0.3
15367,2022-03-27 16:58,0,12.195,37.9,1.01,8.05,-1.7
15368,2022-03-27 17:28,0,13.473,35.8,1.01,5.54,-1.4
15369,2022-03-27 17:58,0,12.558,36.7,1.01,5.54,-1.8
15370,2022-03-27 18:28,0,11.637,38.7,1.01,5.54,-1.9
15371,2022-03-27 18:58,0,8.767,49.7,0.5,6.04,-1.2
15372,2022-03-27 19:28,0,9.879,43.8,0.5,5.03,-1.9
15373,2022-03-27 19:58,0,6.255,55.6,0.5,3.52,-2
15374,2022-03-27 20:28,0,5.642,57.4,0.5,3.52,-2.1
15375,2022-03-27 20:58,0,4.869,61.1,1.01,3.02,-2
15376,2022-03-27 21:28,0,5.128,60.3,0.5,3.02,-1.9
15377,2022-03-27 21:58,0,4.194,64.7,0.5,2.52,-1.9
15378,2022-03-27 22:28,0,2.717,70.9,0,2.01,-2
15379,2022-03-27 22:58,0,2.209,72.3,0,1.51,-2.3
15380,2022-03-27 23:28,0,1.751,73.5,0,2.01,-2.5
15381,2022-03-27 23:58,0,1.859,72,0,2.52,-2.6
15382,2022-03-28 0:28,0,1.044,75.6,0,2.01,-2.8
15383,2022-03-28 0:58,0,0.66,76.6,0,1.51,-3
15384,2022-03-28 1:28,0,0.825,76.9,0,1.51,-2.8
15385,2022-03-28 1:58,0,0.495,78.1,0,1.51,-2.9
15386,2022-03-28 2:28,0,0.632,78.2,0,2.01,-2.7
15387,2022-03-28 2:58,0,0.66,78.7,0,2.01,-2.6
15388,2022-03-28 3:28,0,1.017,76.8,0,3.02,-2.6
15389,2022-03-28 3:58,0,0.439,79.7,0,1.51,-2.7
15390,2022-03-28 4:28,0,1.994,75.4,0,2.01,-1.9
15391,2022-03-28 4:58,0,2.074,74.7,0.5,4.03,-1.9
15392,2022-03-28 5:28,0,6.331,62.5,0,5.03,-0.3
15393,2022-03-28 5:58,0,3.827,70.7,0,2.01,-1
15394,2022-03-28 6:28,0,4.662,63.4,0,3.52,-1.7
15395,2022-03-28 6:58,0,1.994,74.1,0,2.01,-2.1
15396,2022-03-28 7:28,0,2.396,74.6,0,1.51,-1.7
15397,2022-03-28 7:58,0,1.044,79.2,0,2.01,-2.2
15398,2022-03-28 8:28,0,0.273,81.1,0,1.51,-2.6
15399,2022-03-28 8:58,0,0.742,79.6,0,1.51,-2.4
15400,2022-03-28 9:28,0,0.962,78.5,0,2.01,-2.4
15401,2022-03-28 9:58,0,1.751,75.6,0,2.01,-2.1
15402,2022-03-28 10:28,0,2.69,72.4,0.5,2.01,-1.8
15403,2022-03-28 10:58,0,4.714,65,0.5,2.52,-1.3
15404,2022-03-28 11:28,0,5.693,61.2,0.5,3.02,-1.2
15405,2022-03-28 11:58,0,5.591,60.8,0.5,3.02,-1.4
15406,2022-03-28 12:28,0,4.74,62.6,0.5,3.02,-1.8
15407,2022-03-28 12:58,0,6.204,59.2,0.5,3.52,-1.2
15408,2022-03-28 13:28,0,7.142,57.5,1.01,3.52,-0.7
15409,2022-03-28 13:58,0,6.484,60,0.5,3.02,-0.7
15410,2022-03-28 14:28,0,8.792,54.7,0,2.01,0.2
15411,2022-03-28 14:58,0,8.319,52.3,1.01,4.03,-0.9
15412,2022-03-28 15:28,0,5.411,59.1,1.01,5.03,-1.9
15413,2022-03-28 15:58,0,5.36,60.2,0.5,4.03,-1.7
15414,2022-03-28 16:28,0,5.385,60.6,0,4.53,-1.6
15415,2022-03-28 16:58,0,4.921,60.5,2.01,6.04,-2.1
15416,2022-03-28 17:28,0,4.402,63.7,2.01,5.03,-1.9
15417,2022-03-28 17:58,0,2.236,73.8,3.02,7.05,-2
15418,2022-03-28 18:28,0,0.163,88.2,2.01,5.54,-1.6
15419,2022-03-28 18:58,0,-0.116,86.6,2.01,4.53,-2.1
15420,2022-03-28 19:28,0,-0.732,91,0,2.52,-2
15421,2022-03-28 19:58,0,-0.648,90.5,0,2.01,-2
15422,2022-03-28 20:28,0,-1.185,90.9,0,1.51,-2.5
15423,2022-03-28 20:58,0,-1.413,93,0,0.5,-2.4
15424,2022-03-28 21:28,0,-1.498,94.1,0,1.01,-2.3
15425,2022-03-28 21:58,0,-1.871,94.5,0,2.52,-2.6
15426,2022-03-28 22:28,0,-1.871,94.5,0,1.01,-2.6
15427,2022-03-28 22:58,0,-1.958,94.3,0,1.51,-2.8
15428,2022-03-28 23:28,0,-1.842,93.5,0,0,-2.8
15429,2022-03-28 23:58,0,-1.986,93.7,0,0.5,-2.9
15430,2022-03-29 0:28,0,-2.044,94.1,0,0.5,-2.9
15431,2022-03-29 0:58,0,-1.958,93.7,0,0.5,-2.8
15432,2022-03-29 1:28,0,-1.929,93.3,0,0.5,-2.9
15433,2022-03-29 1:58,0,-2.131,93.7,0,0,-3
15434,2022-03-29 2:28,0,-2.683,94,0,0,-3.5
15435,2022-03-29 2:58,0,-2.83,94.1,0,0,-3.7
15436,2022-03-29 3:28,0,-2.947,93.7,0,0.5,-3.8
15437,2022-03-29 3:58,0,-2.596,93.8,0,1.01,-3.5
15438,2022-03-29 4:28,0,-2.654,93.5,0,1.01,-3.6
15439,2022-03-29 4:58,0,-3.33,92.5,0,1.51,-4.4
15440,2022-03-29 5:28,0,-3.747,92.9,0,1.01,-4.7
15441,2022-03-29 5:58,0,-4.137,92.1,0,2.01,-5.2
15442,2022-03-29 6:28,0,-4.743,91.8,0,1.51,-5.9
15443,2022-03-29 6:58,0,-4.987,91,0,2.52,-6.2
15444,2022-03-29 7:28,0,-5.079,90.7,0,1.51,-6.4
15445,2022-03-29 7:58,0,-5.079,90.3,0,1.51,-6.4
15446,2022-03-29 8:28,0,-4.712,89.9,0,1.51,-6.1
15447,2022-03-29 8:58,0,-4.743,89.6,0,1.51,-6.2
15448,2022-03-29 9:28,0,-4.469,89.8,0,1.51,-5.9
15449,2022-03-29 9:58,0,-2.888,87.8,0,0.5,-4.6
15450,2022-03-29 10:28,0,-1.413,85.1,0,0,-3.6
15451,2022-03-29 10:58,0,3.591,68.7,0,0,-1.6
15452,2022-03-29 11:28,1.4,2.877,66.8,0,1.51,-2.7
15453,2022-03-29 11:58,2,4.869,58.4,0,2.01,-2.6
15454,2022-03-29 12:28,0,5.565,52.8,0,2.01,-3.3
15455,2022-03-29 12:58,0,5.591,48.5,0.5,3.52,-4.4
15456,2022-03-29 13:28,0,7.97,43.6,0,3.02,-3.6
15457,2022-03-29 13:58,0,9.139,42.7,0,2.01,-2.9
15458,2022-03-29 14:28,0,9.485,40.8,0,3.02,-3.2
15459,2022-03-29 14:58,0,10.247,44.1,0,3.02,-1.4
15460,2022-03-29 15:28,0,8.99,41.9,0,2.52,-3.3
15461,2022-03-29 15:58,0,8.295,47.6,0.5,3.52,-2.2
15462,2022-03-29 16:28,0,6.99,48.6,0.5,3.02,-3.1
15463,2022-03-29 16:58,0,6.661,52.9,1.01,3.52,-2.3
15464,2022-03-29 17:28,0,5.616,58.1,1.01,3.02,-2
15465,2022-03-29 17:58,0,5.437,57.1,1.01,3.02,-2.4
15466,2022-03-29 18:28,0,3.643,62.1,1.51,3.52,-2.9
15467,2022-03-29 18:58,0,3.801,59.8,1.51,4.53,-3.3
15468,2022-03-29 19:28,0,2.53,64.2,1.51,5.03,-3.5
15469,2022-03-29 19:58,0,3.301,60.7,1.01,3.52,-3.6
15470,2022-03-29 20:28,0,2.956,60.9,0.5,3.52,-3.8
15471,2022-03-29 20:58,0,6.99,39.2,0.5,7.05,-5.9
15472,2022-03-29 21:28,0,3.88,53.7,0.5,5.03,-4.6
15473,2022-03-29 21:58,0,2.262,61.4,0,3.52,-4.4
15474,2022-03-29 22:28,0,5.745,42.5,0.5,5.03,-6
15475,2022-03-29 22:58,0,4.194,47.3,0,4.03,-6
15476,2022-03-29 23:28,0,5.437,41.9,1.01,6.04,-6.5
15477,2022-03-29 23:58,0,4.895,44.3,0.5,4.53,-6.2
15478,2022-03-30 0:28,0,4.766,44.4,0.5,7.05,-6.3
15479,2022-03-30 0:58,0,4.74,44.9,0.5,5.03,-6.2
15480,2022-03-30 1:28,0,4.402,46.7,0,7.05,-6
15481,2022-03-30 1:58,0,5.77,40.6,1.01,8.05,-6.6
15482,2022-03-30 2:28,0,5.924,39.7,1.51,7.55,-6.7
15483,2022-03-30 2:58,0,5.462,40.9,1.01,7.05,-6.8
15484,2022-03-30 3:28,0,5.231,41.3,1.01,5.54,-6.8
15485,2022-03-30 3:58,0,5.385,40.3,1.51,7.55,-7
15486,2022-03-30 4:28,0,5.128,41.6,2.01,8.05,-6.8
15487,2022-03-30 4:58,0,4.714,42.5,2.01,8.56,-6.9
15488,2022-03-30 5:28,0,3.696,45.9,1.51,8.56,-6.9
