z6B01544,Port1,,,Port2,,,Port3,,,Port7,
2022-05-28 22:45:00,0.168,6.2,0.316,0.211,4.7,0.163,0.376,4.1,0.748,100,10484
2022-05-28 23:45:00,0.168,6.4,0.316,0.21,4.8,0.162,0.376,4.2,0.749,100,10482
2022-05-29 00:45:00,0.168,6.4,0.316,0.21,4.9,0.163,0.376,4.2,0.749,100,10481
2022-05-29 01:45:00,0.168,6.4,0.316,0.209,5,0.162,0.375,4.3,0.75,100,10468
2022-05-29 02:45:00,0.168,6.3,0.316,0.209,5,0.162,0.375,4.3,0.75,100,10460
2022-05-29 03:45:00,0.168,6.2,0.315,0.209,5,0.163,0.375,4.4,0.749,100,10435
2022-05-29 04:45:00,0.168,6,0.315,0.209,5,0.163,0.375,4.4,0.749,100,10416
2022-05-29 05:45:00,0.168,5.9,0.318,0.209,5,0.163,0.375,4.4,0.749,100,10395
2022-05-29 06:45:00,0.168,5.7,0.319,0.209,5,0.163,0.375,4.4,0.749,100,10375
2022-05-29 07:45:00,0.168,5.4,0.319,0.209,4.9,0.162,0.375,4.4,0.747,100,10357
2022-05-29 08:45:00,0.168,5.3,0.32,0.209,4.8,0.161,0.375,4.4,0.747,100,10344
2022-05-29 09:45:00,0.168,5.1,0.318,0.209,4.7,0.162,0.375,4.4,0.747,100,10336
2022-05-29 10:45:00,0.168,5,0.319,0.209,4.6,0.162,0.375,4.4,0.746,100,10327
2022-05-29 11:45:00,0.168,4.8,0.319,0.209,4.6,0.162,0.375,4.3,0.747,100,10313
2022-05-29 12:45:00,0.168,4.7,0.318,0.209,4.5,0.162,0.375,4.3,0.746,100,10312
2022-05-29 13:45:00,0.168,4.6,0.319,0.21,4.4,0.162,0.375,4.2,0.746,100,10316
2022-05-29 14:45:00,0.168,4.5,0.319,0.21,4.3,0.162,0.375,4.2,0.743,100,10334
2022-05-29 15:45:00,0.168,4.5,0.319,0.21,4.3,0.162,0.375,4.2,0.743,100,10354
2022-05-29 16:45:00,0.168,4.6,0.32,0.21,4.2,0.161,0.375,4.1,0.742,100,10363
2022-05-29 17:45:00,0.168,4.6,0.319,0.209,4.2,0.16,0.375,4.1,0.742,100,10385
2022-05-29 18:45:00,0.168,4.8,0.32,0.209,4.2,0.159,0.375,4.1,0.74,100,10395
2022-05-29 19:45:00,0.168,4.9,0.32,0.209,4.2,0.158,0.374,4.1,0.737,100,10408
2022-05-29 20:45:00,0.167,5.1,0.319,0.208,4.2,0.158,0.374,4,0.736,100,10429
2022-05-29 21:45:00,0.167,5.3,0.32,0.208,4.3,0.159,0.374,4,0.737,100,10437
2022-05-29 22:45:00,0.167,5.5,0.319,0.207,4.3,0.158,0.373,4.1,0.734,100,10443
2022-05-29 23:45:00,0.167,5.7,0.318,0.207,4.4,0.157,0.373,4.1,0.735,100,10443
2022-05-30 00:45:00,0.167,5.8,0.319,0.206,4.5,0.158,0.373,4.1,0.734,100,10437
2022-05-30 01:45:00,0.167,5.8,0.318,0.206,4.6,0.157,0.373,4.1,0.734,100,10427
2022-05-30 02:45:00,0.167,5.7,0.318,0.206,4.6,0.158,0.373,4.2,0.734,100,10414
2022-05-30 03:45:00,0.167,5.6,0.318,0.206,4.7,0.158,0.373,4.2,0.734,100,10404
2022-05-30 04:45:00,0.167,5.5,0.318,0.206,4.7,0.158,0.373,4.2,0.734,100,10397
2022-05-30 05:45:00,0.167,5.4,0.317,0.206,4.7,0.157,0.373,4.3,0.735,100,10392
2022-05-30 06:45:00,0.167,5.3,0.316,0.206,4.6,0.159,0.373,4.3,0.735,100,10385
2022-05-30 07:45:00,0.167,5.2,0.317,0.206,4.6,0.158,0.373,4.3,0.735,100,10379
2022-05-30 08:45:00,0.167,5.2,0.317,0.206,4.6,0.158,0.373,4.3,0.735,100,10373
2022-05-30 09:45:00,0.167,5.1,0.317,0.206,4.5,0.158,0.373,4.2,0.735,100,10366
2022-05-30 10:45:00,0.167,5,0.316,0.207,4.5,0.159,0.373,4.2,0.735,100,10358
2022-05-30 11:45:00,0.167,4.9,0.316,0.207,4.4,0.159,0.373,4.2,0.733,100,10348
2022-05-30 12:45:00,0.167,4.8,0.315,0.207,4.4,0.159,0.373,4.2,0.731,100,10344
2022-05-30 13:45:00,0.167,4.7,0.316,0.207,4.3,0.159,0.373,4.2,0.733,100,10347
2022-05-30 14:45:00,0.167,4.6,0.315,0.207,4.3,0.159,0.373,4.2,0.733,100,10346
2022-05-30 15:45:00,0.167,4.6,0.313,0.207,4.2,0.159,0.373,4.1,0.733,100,10346
2022-05-30 16:45:00,0.167,4.6,0.315,0.207,4.2,0.157,0.373,4.1,0.733,100,10352
2022-05-30 17:45:00,0.167,4.6,0.314,0.207,4.2,0.158,0.373,4.1,0.733,100,10363
2022-05-30 18:45:00,0.167,4.6,0.316,0.207,4.1,0.157,0.373,4.1,0.732,100,10364
2022-05-30 19:45:00,0.167,4.7,0.315,0.207,4.1,0.157,0.373,4.1,0.732,100,10363
2022-05-30 20:45:00,0.167,4.7,0.313,0.207,4.1,0.158,0.373,4,0.732,100,10365
2022-05-30 21:45:00,0.167,4.8,0.316,0.207,4.1,0.157,0.373,4,0.732,100,10371
2022-05-30 22:45:00,0.167,4.9,0.317,0.207,4.2,0.158,0.373,4,0.732,100,10371
2022-05-30 23:45:00,0.167,5,0.315,0.207,4.2,0.158,0.373,4,0.732,100,10377
2022-05-31 00:45:00,0.167,5.1,0.314,0.207,4.2,0.159,0.373,4,0.732,100,10377
2022-05-31 01:45:00,0.167,5.1,0.315,0.207,4.3,0.158,0.373,4,0.734,100,10378
2022-05-31 02:45:00,0.167,5.2,0.314,0.206,4.3,0.158,0.373,4.1,0.734,100,10377
2022-05-31 03:45:00,0.167,5.1,0.315,0.206,4.3,0.158,0.373,4.1,0.734,100,10367
2022-05-31 04:45:00,0.167,5,0.315,0.206,4.3,0.159,0.373,4.1,0.732,100,10357
2022-05-31 05:45:00,0.167,4.9,0.315,0.206,4.3,0.158,0.373,4.1,0.73,100,10348
2022-05-31 06:45:00,0.167,4.8,0.312,0.206,4.3,0.159,0.373,4.1,0.73,100,10339
2022-05-31 07:45:00,0.167,4.7,0.312,0.206,4.3,0.159,0.373,4.1,0.73,100,10333
2022-05-31 08:45:00,0.167,4.6,0.312,0.206,4.2,0.158,0.373,4.1,0.73,100,10319
2022-05-31 09:45:00,0.167,4.4,0.314,0.206,4.2,0.159,0.373,4.1,0.732,100,10309
2022-05-31 10:45:00,0.167,4.3,0.316,0.206,4.1,0.159,0.373,4.1,0.732,100,10294
2022-05-31 11:45:00,0.167,4.1,0.315,0.207,4.1,0.158,0.373,4.1,0.732,100,10289
2022-05-31 12:45:00,0.167,4,0.316,0.207,4,0.158,0.373,4,0.73,100,10284
2022-05-31 13:45:00,0.167,3.9,0.315,0.207,3.9,0.158,0.373,4,0.728,100,10284
2022-05-31 14:45:00,0.167,3.9,0.316,0.207,3.8,0.158,0.373,4,0.73,100,10293
2022-05-31 15:45:00,0.167,3.9,0.317,0.207,3.8,0.158,0.373,3.9,0.73,100,10318
2022-05-31 16:45:00,0.167,4,0.317,0.207,3.7,0.157,0.373,3.9,0.728,100,10353
2022-05-31 17:45:00,0.167,4.2,0.316,0.207,3.7,0.157,0.373,3.9,0.729,100,10385
2022-05-31 18:45:00,0.166,4.4,0.316,0.206,3.8,0.156,0.373,3.8,0.728,100,10414
2022-05-31 19:45:00,0.166,4.6,0.314,0.206,3.8,0.155,0.372,3.8,0.731,100,10430
2022-05-31 20:45:00,0.166,4.8,0.314,0.205,3.9,0.156,0.372,3.8,0.729,100,10430
2022-05-31 21:45:00,0.166,5,0.314,0.205,4,0.155,0.371,3.8,0.728,100,10450
2022-05-31 22:45:00,0.166,5.2,0.316,0.204,4.1,0.155,0.371,3.9,0.727,100,10452
2022-05-31 23:45:00,0.166,5.4,0.316,0.204,4.2,0.156,0.37,3.9,0.728,100,10463
2022-06-01 00:45:00,0.166,5.5,0.316,0.203,4.3,0.155,0.37,4,0.727,100,10465
2022-06-01 01:45:00,0.166,5.6,0.316,0.203,4.4,0.155,0.37,4,0.725,100,10465
2022-06-01 02:45:00,0.166,5.6,0.315,0.203,4.4,0.156,0.369,4.1,0.728,100,10461
2022-06-01 03:45:00,0.166,5.6,0.316,0.203,4.5,0.156,0.369,4.1,0.727,100,10453
2022-06-01 04:45:00,0.166,5.6,0.315,0.203,4.6,0.155,0.369,4.1,0.728,100,10445
2022-06-01 05:45:00,0.166,5.5,0.316,0.202,4.6,0.156,0.369,4.2,0.727,100,10436
2022-06-01 06:45:00,0.166,5.4,0.314,0.203,4.6,0.156,0.369,4.2,0.727,100,10423
2022-06-01 07:45:00,0.166,5.4,0.315,0.203,4.6,0.156,0.369,4.2,0.726,100,10413
2022-06-01 08:45:00,0.166,5.3,0.315,0.203,4.6,0.156,0.369,4.2,0.725,100,10404
2022-06-01 09:45:00,0.166,5.2,0.315,0.203,4.6,0.156,0.369,4.2,0.725,100,10397
2022-06-01 10:45:00,0.166,5.1,0.315,0.203,4.5,0.155,0.369,4.2,0.725,100,10389
2022-06-01 11:45:00,0.166,5,0.316,0.203,4.5,0.156,0.369,4.2,0.725,100,10382
2022-06-01 12:45:00,0.166,5,0.314,0.203,4.5,0.156,0.369,4.2,0.725,100,10374
2022-06-01 13:45:00,0.166,4.9,0.311,0.203,4.4,0.156,0.369,4.2,0.725,100,10370
2022-06-01 14:45:00,0.166,4.8,0.311,0.203,4.4,0.156,0.37,4.2,0.727,100,10370
2022-06-01 15:45:00,0.166,4.8,0.311,0.203,4.4,0.156,0.37,4.2,0.729,100,10378
2022-06-01 16:45:00,0.165,4.8,0.312,0.203,4.3,0.156,0.369,4.2,0.727,100,10400
2022-06-01 17:45:00,0.165,5,0.313,0.203,4.3,0.155,0.369,4.2,0.726,100,10420
2022-06-01 18:45:00,0.165,5.2,0.316,0.202,4.3,0.155,0.369,4.2,0.725,100,10446
2022-06-01 19:45:00,0.165,5.5,0.316,0.202,4.4,0.154,0.368,4.2,0.724,100,10446
2022-06-01 20:45:00,0.165,5.7,0.315,0.201,4.5,0.154,0.368,4.2,0.723,100,10462
2022-06-01 21:45:00,0.165,6,0.317,0.201,4.6,0.154,0.368,4.2,0.724,100,10477
2022-06-01 22:45:00,0.165,6.3,0.315,0.2,4.7,0.154,0.367,4.2,0.724,100,10489
2022-06-01 23:45:00,0.165,6.5,0.316,0.2,4.8,0.154,0.367,4.3,0.723,100,10498
2022-06-02 00:45:00,0.164,6.6,0.316,0.199,4.9,0.153,0.366,4.4,0.722,100,10490
2022-06-02 01:45:00,0.164,6.6,0.316,0.199,5,0.153,0.366,4.4,0.722,100,10483
2022-06-02 02:45:00,0.164,6.5,0.316,0.199,5.1,0.154,0.366,4.5,0.722,100,10477
2022-06-02 03:45:00,0.164,6.5,0.316,0.198,5.2,0.155,0.366,4.5,0.722,100,10469
2022-06-02 04:45:00,0.164,6.4,0.316,0.198,5.2,0.154,0.366,4.6,0.724,100,10456
2022-06-02 05:45:00,0.164,6.3,0.316,0.198,5.2,0.154,0.366,4.6,0.725,100,10444
2022-06-02 06:45:00,0.164,6.1,0.316,0.198,5.2,0.155,0.366,4.6,0.725,100,10422
2022-06-02 07:45:00,0.164,6,0.316,0.198,5.2,0.155,0.366,4.6,0.724,100,10410
2022-06-02 08:45:00,0.164,5.8,0.315,0.198,5.1,0.154,0.366,4.6,0.724,100,10393
2022-06-02 09:45:00,0.165,5.6,0.315,0.198,5.1,0.154,0.366,4.6,0.724,100,10379
2022-06-02 10:45:00,0.165,5.5,0.316,0.199,5,0.154,0.366,4.6,0.723,100,10371
2022-06-02 11:45:00,0.164,5.4,0.315,0.199,4.9,0.154,0.366,4.6,0.723,100,10356
2022-06-02 12:45:00,0.165,5.2,0.315,0.199,4.9,0.154,0.366,4.6,0.723,100,10351
2022-06-02 13:45:00,0.164,5.1,0.313,0.199,4.8,0.153,0.366,4.6,0.722,100,10346
2022-06-02 14:45:00,0.164,5.1,0.311,0.199,4.7,0.153,0.366,4.5,0.722,100,10357
2022-06-02 15:45:00,0.164,5.1,0.312,0.199,4.7,0.152,0.366,4.5,0.722,100,10392
2022-06-02 16:45:00,0.164,5.3,0.316,0.199,4.6,0.152,0.366,4.5,0.721,100,10416
2022-06-02 17:45:00,0.164,5.5,0.317,0.198,4.7,0.152,0.365,4.5,0.718,100,10438
2022-06-02 18:45:00,0.164,5.7,0.317,0.198,4.7,0.151,0.365,4.5,0.719,100,10459
2022-06-02 19:45:00,0.164,5.9,0.317,0.197,4.8,0.151,0.365,4.5,0.718,100,10473
2022-06-02 20:45:00,0.164,6.1,0.315,0.197,4.8,0.152,0.364,4.5,0.714,100,10487
2022-06-02 21:45:00,0.163,6.3,0.317,0.196,4.9,0.151,0.364,4.5,0.713,100,10502
2022-06-02 22:45:00,0.163,6.6,0.314,0.196,5,0.152,0.363,4.6,0.714,100,10521
2022-06-02 23:45:00,0.163,6.8,0.315,0.194,5.2,0.15,0.362,4.6,0.716,100,10523
2022-06-03 00:45:00,0.163,6.9,0.316,0.195,5.3,0.151,0.363,4.6,0.715,100,10522
2022-06-03 01:45:00,0.163,7,0.315,0.194,5.4,0.151,0.362,4.7,0.716,100,10519
2022-06-03 02:45:00,0.163,7,0.315,0.195,5.4,0.152,0.363,4.8,0.714,100,10515
2022-06-03 03:45:00,0.163,7,0.314,0.194,5.5,0.15,0.362,4.8,0.716,100,10509
2022-06-02 23:00:00,0.163,7,0.315,0.194,5.6,0.151,0.362,4.9,0.712,100,10496
2022-06-03 00:00:00,0.163,6.8,0.317,0.194,5.6,0.151,0.362,4.9,0.716,100,10480
2022-06-03 01:00:00,0.163,6.7,0.314,0.194,5.6,0.151,0.362,4.9,0.716,100,10459
2022-06-03 02:00:00,0.163,6.5,0.315,0.194,5.6,0.151,0.362,4.9,0.716,100,10441
2022-06-03 03:00:00,0.163,6.3,0.314,0.194,5.5,0.151,0.362,4.9,0.718,100,10422
2022-06-03 04:00:00,0.163,6.1,0.314,0.194,5.4,0.151,0.362,4.9,0.716,100,10403
2022-06-03 05:00:00,0.163,5.9,0.315,0.194,5.4,0.151,0.362,4.9,0.716,100,10383
2022-06-03 06:00:00,0.163,5.7,0.313,0.194,5.3,0.151,0.362,4.9,0.716,100,10364
2022-06-03 07:00:00,0.163,5.5,0.312,0.194,5.2,0.15,0.362,4.9,0.716,100,10350
2022-06-03 08:00:00,0.163,5.4,0.311,0.194,5.1,0.149,0.362,4.9,0.716,100,10338
2022-06-03 09:00:00,0.163,5.2,0.31,0.194,5,0.15,0.362,4.8,0.713,100,10340
2022-06-03 10:00:00,0.163,5.2,0.313,0.194,4.9,0.149,0.362,4.8,0.711,100,10373
2022-06-03 11:00:00,0.163,5.3,0.314,0.194,4.9,0.149,0.362,4.7,0.71,100,10416
2022-06-03 12:00:00,0.163,5.6,0.314,0.194,4.9,0.148,0.361,4.7,0.708,100,10458
2022-06-03 13:00:00,0.162,5.8,0.315,0.193,4.9,0.147,0.361,4.7,0.705,100,10496
2022-06-03 14:00:00,0.162,6.2,0.313,0.193,5,0.149,0.36,4.7,0.705,100,10525
2022-06-03 15:00:00,0.162,6.7,0.315,0.192,5.1,0.148,0.36,4.7,0.704,100,10537
2022-06-03 16:00:00,0.162,7,0.312,0.192,5.2,0.148,0.359,4.7,0.704,100,10540
2022-06-03 17:00:00,0.162,7.2,0.313,0.191,5.4,0.147,0.359,4.8,0.704,100,10536
2022-06-03 18:00:00,0.162,7.2,0.313,0.191,5.5,0.147,0.359,4.8,0.704,100,10532
2022-06-03 19:00:00,0.161,7.3,0.314,0.19,5.6,0.147,0.359,4.9,0.701,100,10531
2022-06-03 20:00:00,0.161,7.3,0.312,0.19,5.7,0.146,0.358,4.9,0.704,100,10528
2022-06-03 21:00:00,0.161,7.4,0.313,0.19,5.8,0.147,0.358,5,0.704,100,10523
2022-06-03 22:00:00,0.161,7.3,0.314,0.19,5.8,0.147,0.358,5,0.704,100,10512
2022-06-03 23:00:00,0.161,7.3,0.314,0.189,5.9,0.147,0.358,5.1,0.704,100,10502
2022-06-04 00:00:00,0.161,7.1,0.314,0.189,5.9,0.147,0.358,5.1,0.706,100,10490
2022-06-04 01:00:00,0.161,7,0.315,0.189,5.9,0.146,0.358,5.2,0.706,100,10476
2022-06-04 02:00:00,0.161,6.9,0.315,0.189,5.9,0.148,0.358,5.2,0.705,100,10467
2022-06-04 03:00:00,0.161,6.7,0.316,0.19,5.8,0.148,0.358,5.2,0.705,100,10451
2022-06-04 04:00:00,0.161,6.6,0.315,0.19,5.8,0.147,0.358,5.2,0.705,100,10443
2022-06-04 05:00:00,0.161,6.5,0.314,0.19,5.7,0.146,0.358,5.2,0.705,100,10438
2022-06-04 06:00:00,0.161,6.4,0.313,0.19,5.7,0.147,0.358,5.2,0.705,100,10427
2022-06-04 07:00:00,0.161,6.3,0.314,0.19,5.6,0.147,0.358,5.2,0.704,100,10423
2022-06-04 08:00:00,0.161,6.2,0.315,0.19,5.6,0.148,0.358,5.1,0.702,100,10423
2022-06-04 09:00:00,0.161,6.2,0.316,0.19,5.5,0.147,0.358,5.1,0.701,100,10431
2022-06-04 10:00:00,0.161,6.2,0.315,0.19,5.5,0.146,0.358,5.1,0.701,100,10447
2022-06-04 11:00:00,0.161,6.4,0.315,0.189,5.5,0.147,0.357,5.1,0.7,100,10465
2022-06-04 12:00:00,0.16,6.6,0.315,0.189,5.5,0.148,0.357,5.1,0.699,100,10488
2022-06-04 13:00:00,0.16,6.8,0.315,0.189,5.5,0.147,0.356,5.1,0.699,100,10506
2022-06-04 14:00:00,0.16,7.1,0.314,0.188,5.6,0.147,0.356,5.1,0.7,100,10524
2022-06-04 15:00:00,0.16,7.3,0.315,0.187,5.7,0.147,0.355,5.1,0.697,100,10531
2022-06-04 16:00:00,0.16,7.6,0.312,0.187,5.8,0.146,0.355,5.1,0.696,100,10535
2022-06-04 17:00:00,0.16,7.7,0.312,0.187,5.9,0.146,0.355,5.2,0.697,100,10540
2022-06-04 18:00:00,0.16,7.8,0.313,0.186,6,0.145,0.354,5.2,0.697,100,10541
2022-06-04 19:00:00,0.159,7.9,0.312,0.186,6.1,0.147,0.354,5.3,0.696,100,10542
2022-06-04 20:00:00,0.159,8,0.312,0.186,6.2,0.145,0.354,5.3,0.695,100,10533
2022-06-04 21:00:00,0.159,8,0.311,0.185,6.3,0.145,0.354,5.4,0.695,100,10523
2022-06-04 22:00:00,0.159,8,0.309,0.185,6.3,0.144,0.354,5.4,0.695,100,10512
2022-06-04 23:00:00,0.159,7.9,0.313,0.185,6.4,0.144,0.354,5.5,0.695,100,10498
2022-06-05 00:00:00,0.16,7.8,0.312,0.192,6.4,0.148,0.356,5.5,0.713,100,10482
2022-06-05 01:00:00,0.166,7.7,0.302,0.204,6.6,0.157,0.365,5.6,0.734,100,10471
2022-06-05 02:00:00,0.171,7.6,0.304,0.204,6.6,0.158,0.367,5.6,0.732,100,10460
2022-06-05 03:00:00,0.173,7.5,0.307,0.203,6.5,0.16,0.368,5.7,0.733,100,10451
2022-06-05 04:00:00,0.174,7.4,0.311,0.203,6.4,0.161,0.368,5.7,0.733,100,10442
2022-06-05 05:00:00,0.174,7.3,0.312,0.202,6.4,0.161,0.368,5.7,0.733,100,10433
